address,초등학교,중학교,고등학교,학원,유치원 및 어린이집,병의원 및 약국,보건소,응급의료기관시설,백화점,대형마트,복합쇼핑센터,시장,헬스장,수영장,체육관,공원,영화관,카페,도서관,놀이터,경로당,사회복지관,등산로,산책로,미세먼지,범죄안전등급,경찰관서,여성안심지킴이집
경기도 포천시 이동면 노곡리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,상,0,하,중,0,0
경기도 포천시 영북면 운천리,하,하,중,중,중,중,상,0,0,0,0,0,0,0,0,하,중,상,중,중,최상,0,하,0,하,중,중,0
경기도 포천시 영북면 자일리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,하,0,하,중,0,0
경기도 포천시 영북면 산정리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,하,0,하,0,하,중,0,0
경기도 포천시 영북면 야미리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,하,중,0,0
경기도 포천시 영북면 문암리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,하,중,0,0
경기도 포천시 영북면 대회산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,하,중,0,0
경기도 포천시 영북면 소회산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,하,중,0,0
경기도 포천시 관인면 중리,0,0,0,0,하,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,중,0,하,중,0,0
경기도 포천시 관인면 삼율리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,하,중,0,0
경기도 포천시 관인면 초과리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,0,중,0,중,0,하,중,0,0
경기도 포천시 관인면 탄동리,하,하,중,하,중,하,상,0,0,0,0,0,0,0,0,0,0,중,0,0,중,0,중,0,하,중,중,0
경기도 포천시 관인면 냉정리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,하,중,0,0
경기도 포천시 관인면 사정리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,중,0,하,중,0,0
경기도 포천시 화현면 화현리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,상,0,상,0,하,중,중,0
경기도 포천시 화현면 명덕리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,상,0,하,중,0,0
경기도 포천시 화현면 지현리,0,0,0,0,0,0,최상,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,상,0,하,중,0,0
경기도 여주시 상동,하,하,중,중,중,0,상,0,0,0,0,0,0,0,0,중,0,상,0,중,중,0,0,0,중,중,0,0
경기도 여주시 홍문동,0,0,0,상,0,최상,0,0,0,중,0,0,0,0,0,0,0,상,0,하,최상,0,0,0,중,중,중,0
경기도 여주시 창동,하,0,0,중,중,중,0,중,0,0,0,0,하,0,0,0,0,상,0,하,중,0,0,0,중,중,0,0
경기도 여주시 우만동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,0,0,중,중,0,0
경기도 여주시 단현동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 신진동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 하동,0,0,0,중,중,중,0,중,0,0,0,0,0,0,0,0,0,최상,중,상,상,0,0,0,중,중,0,중
경기도 여주시 교동,하,하,중,상,상,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,최상,0,0,0,중,중,0,상
경기도 여주시 월송동,0,0,0,0,상,0,0,0,0,0,0,0,0,0,중,0,0,중,0,0,상,0,하,0,중,중,0,상
경기도 여주시 가업동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 연라동,0,0,0,0,하,하,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,0,0,중,중,0,하
경기도 여주시 상거동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,하,0,0,0,중,중,0,0
경기도 여주시 하거동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,0,0,중,중,0,0
경기도 여주시 삼교동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 점봉동,0,0,0,하,하,하,0,0,0,0,0,0,0,0,0,하,0,상,0,0,최상,0,0,0,중,중,0,최상
경기도 여주시 능현동,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 멱곡동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 연양동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,0,중,0,0,0,중,중,0,하
경기도 여주시 매룡동,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 천송동,0,0,0,하,0,하,0,0,0,0,0,0,0,0,중,0,0,상,중,0,중,0,0,0,중,중,0,상
경기도 여주시 오학동,0,0,0,상,하,하,0,0,0,0,0,0,하,0,0,0,0,상,0,중,상,0,0,0,중,중,0,중
경기도 여주시 현암동,0,0,0,중,0,중,0,0,0,0,0,0,하,0,0,중,0,상,0,0,최상,0,0,0,중,중,0,중
경기도 여주시 오금동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 가남읍 태평리,하,0,0,상,상,상,상,0,0,0,0,0,하,0,0,하,0,최상,0,중,최상,0,0,0,중,중,중,중
경기도 여주시 가남읍 상활리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,0,0,중,중,0,0
경기도 여주시 가남읍 신해리,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,상,0,0,0,중,중,0,하
경기도 여주시 가남읍 대신리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 가남읍 은봉리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 가남읍 건장리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 가남읍 심석리,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,0,0,중,중,0,0
경기도 여주시 가남읍 삼군리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,0,0,중,중,0,0
경기도 여주시 가남읍 오산리,0,0,0,0,하,0,상,0,0,0,0,0,0,0,0,0,0,상,0,0,하,0,0,0,중,중,0,0
경기도 여주시 가남읍 정단리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 가남읍 화평리 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,중,0,0
경기도 여주시 가남읍 본두리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 가남읍 하귀리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 가남읍 안금리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 가남읍 양귀리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 가남읍 연대리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 가남읍 금당리,0,0,0,0,하,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,0,0,중,중,0,0
경기도 여주시 가남읍 금곡리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 가남읍 송림리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 가남읍 삼승리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 점동면 청안리,0,0,0,0,하,하,상,0,0,0,0,0,0,0,0,0,0,중,중,하,중,0,상,0,중,중,중,0
경기도 여주시 점동면 부구리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 여주시 점동면 덕평리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,상,0,중,중,0,0
경기도 여주시 점동면 원부리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 여주시 점동면 관한리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,상,0,중,중,0,0
경기도 여주시 점동면 뇌곡리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,상,0,중,중,0,0
경기도 여주시 점동면 성신리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,상,0,중,중,0,0
경기도 여주시 점동면 당진리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,상,0,중,중,0,0
경기도 여주시 점동면 현수리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,상,0,중,중,0,0
경기도 여주시 점동면 사곡리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,상,0,중,중,0,0
경기도 여주시 점동면 장안리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,상,0,중,중,0,0
경기도 여주시 점동면 삼합리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,상,0,중,중,0,0
경기도 여주시 점동면 도리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 여주시 점동면 흔암리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 여주시 점동면 처리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 여주시 흥천면 복대리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 흥천면 계신리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,0,0,중,중,0,0
경기도 여주시 흥천면 문장리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 흥천면 내사리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 흥천면 외사리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,0,0,중,중,0,0
경기도 여주시 흥천면 상대리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 흥천면 다대리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 흥천면 하다리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 흥천면 상백리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 흥천면 귀백리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,중,중,0,0
경기도 여주시 흥천면 율극리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 흥천면 효지리,하,하,0,하,중,0,상,0,0,0,0,0,0,0,0,0,0,중,0,0,중,0,0,0,중,중,중,0
경기도 여주시 흥천면 대당리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,중,중,0,0
경기도 여주시 흥천면 신근리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,0,0,중,중,0,0
경기도 여주시 금사면 이포리,0,0,0,0,하,하,상,0,0,0,0,0,0,0,0,0,0,상,0,0,중,0,중,0,중,중,중,하
경기도 여주시 금사면 궁리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 금사면 도곡리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,중,0,중,중,0,0
경기도 여주시 금사면 장흥리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 금사면 주록리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 금사면 전북리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 금사면 소유리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 금사면 상호리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,하,0,중,0,중,중,0,0
경기도 여주시 금사면 하호리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,중,0,중,중,0,0
경기도 여주시 금사면 금사리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 금사면 외평리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 능서면 번도리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,상,0,하,0,중,중,0,0
경기도 여주시 능서면 구양리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0
경기도 여주시 능서면 왕대리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,중,0,하,0,중,중,0,0
경기도 여주시 능서면 백석리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 여주시 능서면 내양리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 여주시 능서면 용은리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 여주시 능서면 매화리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0
경기도 여주시 능서면 양거리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0
경기도 여주시 능서면 마래리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,중,중,0,0
경기도 여주시 능서면 광대리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 여주시 능서면 오계리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,중,중,0,0
경기도 여주시 능서면 매류리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,중,중,0,0
경기도 여주시 능서면 신지리,0,0,0,0,하,하,상,0,0,0,0,0,0,0,0,0,0,중,0,0,중,0,하,0,중,중,0,0
경기도 여주시 대신면 후포리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 대신면 당산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 대신면 가산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,상,0,중,0,중,중,0,0
경기도 여주시 대신면 천남리,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 대신면 하림리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 대신면 상구리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 대신면 장풍리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 대신면 옥촌리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 대신면 윤촌리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 대신면 무촌리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 대신면 도롱리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 대신면 계림리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 대신면 송촌리,0,0,0,0,하,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 대신면 천서리,0,0,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,상,0,0,중,0,중,0,중,중,0,중
경기도 여주시 대신면 당남리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 대신면 보통리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 대신면 율촌리,하,하,중,하,중,중,상,0,0,0,0,0,0,0,0,0,0,중,중,0,상,0,중,0,중,중,중,0
경기도 여주시 대신면 초현리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 대신면 양촌리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 북내면 당우리,하,0,0,하,중,하,상,0,0,0,0,0,0,0,0,0,0,중,0,0,하,0,중,0,중,중,중,하
경기도 여주시 북내면 신남리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 북내면 외룡리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 북내면 내룡리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 북내면 상교리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 북내면 주암리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 북내면 서원리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 북내면 석우리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 북내면 덕산리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 북내면 장암리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 북내면 중암리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 북내면 운촌리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 북내면 신접리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,0,중,중,0,0
경기도 여주시 북내면 지내리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,중,0,중,중,0,0
경기도 여주시 북내면 가정리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,중,0,중,중,0,0
경기도 여주시 강천면 간매리,하,하,0,하,중,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,최상,0,중,중,중,0
경기도 여주시 강천면 걸은리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,중,중,0,0
경기도 여주시 강천면 이호리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,최상,0,중,중,0,0
경기도 여주시 강천면 가야리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,중,중,0,0
경기도 여주시 강천면 적금리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,중,중,0,0
경기도 여주시 강천면 굴암리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,최상,0,중,중,0,0
경기도 여주시 강천면 강천리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,최상,0,중,중,0,0
경기도 여주시 강천면 부평리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,최상,0,중,중,0,0
경기도 여주시 강천면 도전리,0,0,0,0,하,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,상,0,최상,0,중,중,0,0
경기도 여주시 산북면 상품리,0,0,0,0,하,0,상,0,0,0,0,0,0,0,0,0,0,중,중,0,상,0,상,0,중,중,중,0
경기도 여주시 산북면 송현리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,상,0,중,중,0,0
경기도 여주시 산북면 후리,0,0,0,하,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 여주시 산북면 명품리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 여주시 산북면 주어리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,하,0,상,0,중,중,0,0
경기도 여주시 산북면 백자리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 여주시 산북면 용담리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,상,0,중,중,0,0
경기도 연천군 연천읍 차탄리,하,0,0,하,중,중,0,0,0,0,0,0,0,0,0,0,0,상,중,0,상,0,하,0,최상,중,중,0
경기도 연천군 연천읍 현가리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,0,하,0,하,0,최상,중,0,0
경기도 연천군 연천읍 상리,0,0,0,0,하,하,상,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,최상,중,0,0
경기도 연천군 연천읍 와초리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,최상,중,0,0
경기도 연천군 연천읍 옥산리,0,0,0,하,0,0,0,0,0,0,0,0,0,중,0,하,0,하,0,0,중,0,하,0,최상,중,0,0
경기도 연천군 연천읍 읍내리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,하,0,하,0,최상,중,0,0
경기도 연천군 연천읍 동막리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,최상,중,0,0
경기도 연천군 연천읍 통현리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,최상,중,0,0
경기도 연천군 연천읍 고문리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,하,0,0,0,0,중,0,하,0,최상,중,0,0
경기도 연천군 연천읍 부곡리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,최상,중,0,0
경기도 연천군 전곡읍 전곡리,하,하,0,상,상,상,0,0,0,0,0,중,하,0,0,하,0,최상,중,하,최상,0,하,0,최상,중,중,0
경기도 연천군 전곡읍 은대리,0,0,0,0,0,하,상,중,0,0,0,0,0,0,0,하,0,하,0,하,상,0,하,0,최상,중,0,0
경기도 연천군 전곡읍 신답리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,최상,중,0,0
경기도 연천군 전곡읍 고능리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,하,0,하,0,최상,중,0,0
경기도 연천군 전곡읍 마포리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,최상,중,0,0
경기도 연천군 전곡읍 양원리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,하,0,최상,중,0,0
경기도 연천군 전곡읍 간파리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,최상,중,0,0
경기도 연천군 전곡읍 늘목리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,최상,중,0,0
경기도 연천군 군남면 진상리,0,0,0,0,하,하,0,0,0,0,0,0,0,0,0,0,0,중,0,0,중,0,0,0,최상,중,0,0
경기도 연천군 군남면 옥계리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,0,0,최상,중,0,0
경기도 연천군 군남면 삼거리,0,0,0,0,0,0,상,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,0,0,최상,중,중,0
경기도 연천군 군남면 왕림리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,0,최상,중,0,0
경기도 연천군 군남면 선곡리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,하,0,0,하,0,0,0,최상,중,0,0
경기도 연천군 군남면 황지리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,하,0,0,0,최상,중,0,0
경기도 연천군 군남면 남계리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,0,0,최상,중,0,0
경기도 연천군 청산면 초성리,0,0,0,0,하,하,0,0,0,0,0,0,0,0,0,0,0,중,0,0,상,0,하,0,최상,중,중,0
경기도 연천군 청산면 대전리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하,0,0,중,0,하,0,최상,중,0,0
경기도 연천군 청산면 장탄리,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,중,0,하,0,최상,중,0,0
